b1	v	ncl
-9.830005	0.396619	3
-9.766354	0.396619	3
-9.766354	0.379400	3
-9.766354	0.391938	3
-9.766354	0.204427	3
-9.766354	0.455299	3
-9.766354	0.297219	3
-9.791383	0.297219	3
-9.791383	0.370418	3
-9.843409	0.370418	3
-9.843409	0.311404	3
-9.864077	0.385258	3
-9.931033	0.208196	3
-9.931033	0.137171	3
-9.931033	0.407742	3
-9.931033	0.407742	3
-9.931033	0.236741	3
-9.940771	0.236741	3
-9.940771	0.307422	3
-9.940771	0.024648	3
-9.940771	0.271101	3
-9.940771	0.131099	3
-9.940771	0.202747	3
-9.940771	0.202747	3
-9.940771	0.277254	3
-9.940771	0.358588	3
-9.940771	0.243471	3
-9.940771	0.243471	3
-9.940771	0.122334	3
-9.940771	0.203874	3
-9.940771	0.229302	3
-9.954634	0.438962	3
-9.954634	0.458913	3
-9.958435	0.343866	3
-9.958435	0.444274	3
-9.958435	0.311165	3
-9.958435	0.087566	3
-9.958435	0.348934	3
-9.954826	0.271248	3
-9.983462	0.126061	4
-9.983462	0.403203	4
-9.946255	0.510371	3
-10.011877	0.481939	3
-10.011877	0.481939	3
-10.042697	0.529706	3
-10.042697	0.611849	3
-10.042697	0.611849	3
-10.042697	0.862124	3
-10.008139	0.659790	3
-10.008139	0.591390	3
-10.010495	0.591390	3
-10.011513	0.579917	3
-10.011513	0.579917	3
-10.011513	0.392471	3
-10.011513	0.109003	4
-10.013029	0.109003	3
-10.013029	0.194447	3
-10.039837	0.365638	3
-10.039837	0.365638	3
-10.109999	0.290479	3
-10.109999	0.147872	3
-10.109999	0.283718	3
-10.114851	0.283718	3
-10.114851	0.283718	3
-10.114851	0.204277	4
-10.114851	0.239370	3
-10.094937	0.239370	3
-10.094937	0.065983	3
-10.063083	0.071935	3
-10.063083	0.071935	3
-10.063083	0.071935	3
-10.017371	0.071935	3
-10.017371	0.121841	3
-10.016323	0.069141	3
-10.016323	0.139963	3
-10.016323	0.139963	3
-9.988141	0.139963	3
-9.988141	0.139963	3
-9.988141	0.285532	3
-9.988141	0.285532	3
-9.988141	0.330809	3
-9.988141	0.302677	3
-9.992412	0.302677	3
-9.989894	0.566148	3
-9.989894	0.373573	3
-9.989894	0.398341	3
-9.989894	0.525884	3
-9.989894	0.489577	3
-9.990181	0.362597	3
-9.972923	0.490971	3
-9.972923	0.413809	3
-9.972923	0.421783	3
-9.972923	0.421783	3
-9.972923	0.309350	3
-9.972923	0.527764	3
-9.977683	0.527764	3
-9.984282	0.252779	3
-9.984282	0.305209	3
-9.984282	0.080162	3
-9.984282	0.352934	3
-9.984282	0.281082	3
-9.984282	0.281082	3
-9.977679	0.224670	3
-9.977679	0.118796	3
-9.977679	0.250146	3
-9.977679	0.100075	3
-9.977679	0.179760	3
-9.977679	0.179760	3
-9.977679	0.138585	3
-9.994818	0.186383	3
-9.994818	0.186383	3
-9.994818	0.186383	3
-9.994818	0.110614	3
-9.994818	0.409880	3
-9.994818	0.409880	3
-9.994818	0.295262	3
-9.994818	0.295262	3
-9.944751	0.405320	3
-10.009953	0.506384	3
-10.009953	0.235796	3
-10.009953	0.235796	3
-10.009953	0.232940	3
-10.009953	0.153575	3
-10.032005	0.089212	3
-10.032005	0.089212	3
-10.032005	0.089212	3
-10.041209	0.090194	3
-10.041209	0.090194	3
-10.041209	0.297202	3
-10.041209	0.297202	3
-10.041209	0.266400	3
-10.041209	0.221481	4
-10.041209	0.269625	4
-10.041209	0.352430	3
-10.041209	0.264193	4
-10.041209	0.264193	3
-10.041209	0.390139	3
-10.041209	0.176296	3
-10.064691	0.176296	3
-10.077294	0.176296	3
-10.077294	0.176296	3
-10.077294	0.176296	3
-10.124495	0.090949	3
-10.124495	0.090949	3
-10.124495	0.096415	3
-10.116257	0.096415	3
-10.107008	0.366229	3
-10.107008	0.281817	3
-10.107008	0.200341	3
-10.107008	0.344489	3
-10.107008	0.338654	3
-10.107008	0.240861	3
-10.107008	0.240861	3
-10.107008	0.139680	3
-10.107008	0.237102	3
-10.085208	0.237102	3
-10.085208	0.128711	3
-10.085208	0.355575	3
-10.085208	0.064959	3
-10.085208	0.227519	3
-10.085208	0.162022	3
-10.085208	0.106961	3
-10.088712	0.106961	3
-10.069077	0.195992	3
-10.069077	0.335915	3
-10.069077	0.335915	3
-10.069077	0.582723	3
-10.069077	0.545093	3
-10.086419	0.567574	3
-10.108058	0.284849	3
-10.108058	0.284849	3
-10.108058	0.337176	3
-10.108058	0.080347	3
-10.108058	0.273470	3
-10.108058	0.273470	3
-10.089706	0.273470	3
-10.089706	0.560399	3
-10.089706	0.375221	3
-10.089706	0.597971	3
-10.089706	0.502079	3
-10.110301	0.543948	3
-10.110301	0.354957	3
-10.098424	0.192380	3
-10.111862	0.192380	3
-10.111862	0.300198	3
-10.111862	0.300198	3
-10.111862	0.422240	3
-10.111862	0.315428	3
-10.108990	0.051291	3
-10.108990	0.241107	3
-10.108990	0.241107	3
-10.108990	0.188990	3
-10.108990	0.188990	3
-10.108990	0.188990	3
-10.108990	0.382386	3
-10.111503	0.382386	3
-10.111503	0.412036	3
-10.111503	0.148551	3
-10.111503	0.022475	3
-10.086541	0.249117	3
-10.124943	0.249117	3
-10.124943	0.249117	3
-10.124943	0.263607	3
-10.124943	0.125123	3
-10.124943	0.125123	3
-10.124943	0.125123	3
-10.124943	0.125123	3
-10.124943	0.112588	3
-10.115692	0.391754	3
-10.115692	0.403310	3
-10.115692	0.467532	3
-10.098080	0.724802	3
-10.098080	0.724802	3
-10.098080	0.706292	3
-10.098080	0.706292	3
-10.098080	0.634967	3
-10.081274	0.631038	3
-10.098842	0.504290	3
-10.098842	0.533261	3
-10.098842	0.376136	3
-10.098842	0.212071	3
-10.098842	0.058370	3
-10.098842	0.173980	3
-10.098842	0.173980	3
-10.098842	0.173980	3
-10.105747	0.173980	3
-10.113973	0.252185	3
-10.113973	0.252185	3
-10.113973	0.334704	3
-10.113973	0.330987	3
-10.113973	0.363307	3
-10.113973	0.078444	3
-10.113973	0.120737	3
-10.113973	0.120737	3
-10.113973	0.215362	3
-10.068830	0.193859	3
-10.068830	0.387573	3
-10.068830	0.387573	3
-10.068830	0.524722	3
-10.068830	0.617242	3
-10.068830	0.787520	3
-10.091493	0.787520	3
-10.091493	0.842037	3
-10.091493	0.842037	3
-10.135653	0.842037	3
-10.124830	0.842037	3
-10.124830	0.595299	4
-10.124830	0.595299	4
-10.116033	0.338981	4
-10.089349	0.390308	4
-10.089349	0.329643	4
-10.089349	0.404517	4
-10.089349	0.404517	4
-10.089349	0.249017	3
-10.089349	0.292385	3
-10.089349	0.096897	3
-10.089349	0.165192	3
-10.089349	0.165192	3
-10.089349	0.445100	3
-10.089349	0.649254	3
-10.089349	0.649254	3
-10.089902	0.510742	3
-10.089902	0.552514	3
-10.089902	0.299771	3
-10.089902	0.146421	3
-10.089902	0.151522	3
-10.089902	0.064432	3
-10.101608	0.122869	3
-10.101608	0.214754	3
-10.114452	0.468866	3
-10.114452	0.468866	3
-10.111370	0.468866	3
-10.111370	0.201730	3
-10.094134	0.201730	3
-10.094134	0.201730	3
-10.094134	0.462445	3
-10.094134	0.177957	3
-10.089366	0.177957	3
-10.089366	0.306422	3
-10.089366	0.306422	3
-10.089366	0.306422	3
-9.996407	0.153865	3
-9.996407	0.080627	3
-9.996407	0.194045	3
-9.996407	0.194045	3
-9.996407	0.194045	3
-9.985116	0.346512	3
-9.985116	0.380403	3
-9.985116	0.137248	3
-9.985116	0.188915	3
-9.985116	0.275081	3
-9.985116	0.175973	3
-9.991775	0.033789	3
-9.991775	0.033789	3
-9.991775	0.037284	3
-9.991775	0.178055	3
-9.991775	0.042363	3
-9.987549	0.307692	3
-9.987549	0.358799	3
-9.987549	0.358799	3
-9.983840	0.358799	3
-9.983840	0.358799	3
-9.983840	0.358799	3
-9.964890	0.552998	3
-9.964890	0.552998	3
-9.964890	0.276056	3
-9.964890	0.460269	3
-10.009804	0.585605	3
-10.012875	0.457291	3
-10.012875	0.372733	3
-10.012875	0.224980	3
-9.964612	0.241318	3
-9.939997	0.241318	4
-9.939997	0.377071	4
-9.939997	0.412175	4
-9.929270	0.418767	4
-9.929270	0.291223	3
-9.929270	0.291223	3
-9.929270	0.201055	3
-9.929270	0.416239	3
-9.929270	0.409951	3
-9.929270	0.678792	3
-9.929270	0.425882	3
-9.929270	0.369955	3
-9.929270	0.225388	3
-9.929270	0.061987	3
-9.929270	0.050275	3
-9.929270	0.013463	3
-9.945634	0.235224	3
-9.945634	0.235224	3
-9.945634	0.105462	3
-9.945634	0.269098	3
-9.945634	0.102687	3
-9.945634	0.120558	3
-9.945634	0.120558	3
-9.945634	0.214683	3
-9.946737	0.214683	3
-9.946737	0.214683	3
-9.946737	0.180869	3
-9.946737	0.180869	3
-9.946737	0.180869	3
-9.946737	0.360515	3
-9.946737	0.227321	3
-9.945272	0.490671	4
-9.952009	0.394861	5
-9.952009	0.394861	5
-9.938414	0.477775	4
-9.927559	0.477775	4
-9.927559	0.523581	4
-9.927559	0.613974	4
-9.927559	0.537284	4
-9.927559	0.413115	3
-9.927559	0.296814	3
-9.927559	0.286804	3
-9.927559	0.077735	3
-9.938873	0.369070	3
-9.938873	0.287118	3
-9.938873	0.290968	3
-9.938873	0.557757	3
-9.938873	0.759941	3
-9.938873	0.759941	3
-9.938873	0.718721	3
-9.938873	0.614906	3
-9.947039	0.414116	3
-9.947039	0.121543	3
-9.947039	0.083352	3
-9.947039	0.174260	3
-9.947039	0.253623	3
-9.947039	0.104932	3
-9.947039	0.237415	3
-9.947039	0.291832	3
-9.947039	0.093002	3
-9.915442	0.150886	3
-9.915442	0.150886	3
-9.915442	0.219266	3
-9.915442	0.273194	3
-9.915442	0.273194	3
-9.912288	0.404553	3
-9.912288	0.136322	3
-9.912288	0.238614	3
-9.901456	0.473640	3
-9.901456	0.371986	3
-9.901456	0.526024	3
-9.901456	0.496650	3
-9.901456	0.496650	3
-9.904948	0.642544	3
-9.904948	0.642544	3
-9.904948	0.350413	3
-9.922860	0.268719	3
-9.922860	0.233761	3
-9.922860	0.083901	3
-9.922860	0.120243	3
-9.924766	0.120243	3
-9.924766	0.201031	3
-9.924766	0.201031	3
-9.917734	0.201031	3
-9.917734	0.409586	4
-9.934007	0.271748	4
-9.947350	0.271748	3
-9.947360	0.219024	3
-9.947360	0.219024	3
-9.947360	0.259277	3
-9.947360	0.271477	3
-9.947360	0.498585	3
-9.910148	0.384183	3
-9.910148	0.471665	3
-9.910148	0.250217	3
-9.910148	0.240406	3
-9.910148	0.240406	3
-9.910148	0.240406	3
-9.938332	0.365489	3
-9.938332	0.535906	3
-9.938332	0.327241	3
-9.938332	0.204459	3
-9.938332	0.204459	3
-9.938332	0.026417	3
-9.938332	0.147391	3
-9.938332	0.147391	3
-9.926746	0.218096	3
-9.910986	0.170860	3
-9.910986	0.170860	3
-9.910986	0.411692	3
-9.910986	0.482730	3
-9.903433	0.184526	3
-9.903433	0.067778	3
-9.906229	0.236624	3
-9.906229	0.276672	3
-9.906229	0.079594	3
-9.906229	0.073424	3
-9.930939	0.073424	3
-9.930939	0.025807	3
-9.930939	0.072830	3
-9.930939	0.295055	3
-9.930939	0.124590	3
-9.930939	0.291239	3
-9.931286	0.291239	3
-9.915601	0.091984	3
-9.915601	0.381767	3
-9.915601	0.381767	3
-9.915601	0.259134	3
-9.915601	0.265449	3
-9.982522	0.284240	3
-9.982522	0.155591	3
-9.982522	0.155591	3
-9.982522	0.155591	3
-9.982522	0.217413	3
-9.982522	0.163848	3
-9.982522	0.210822	3
-9.982522	0.120048	3
-9.982522	0.229057	3
-9.982522	0.128715	3
-9.982522	0.128715	3
-9.982522	0.083884	3
-9.982522	0.281357	3
-9.982522	0.096355	3
-10.049426	0.378868	3
-10.049426	0.192978	3
-10.069282	0.192978	3
-10.069282	0.192978	3
-10.069282	0.192978	3
-10.069282	0.192978	3
-10.069282	0.088119	3
-10.069282	0.070649	3
-10.069282	0.133430	3
-10.069282	0.365361	3
-10.069282	0.278214	3
-10.069282	0.050812	3
-10.069282	0.162684	3
-10.057520	0.239623	3
-10.057520	0.239623	3
-10.057520	0.239623	3
-10.057520	0.239623	3
-10.057520	0.343416	3
-10.057520	0.408839	3
-10.048528	0.156203	3
-10.048528	0.123432	3
-10.048528	0.282531	3
-10.048528	0.292382	3
-10.051598	0.339552	3
-10.079080	0.339552	3
-10.134412	0.088531	3
-10.134412	0.173029	3
-10.134412	0.231760	3
-10.134412	0.112851	3
-10.134412	0.340704	3
-10.134412	0.140649	3
-10.109785	0.097461	3
-10.165642	0.334212	3
-10.165642	0.082538	3
-10.165642	0.163385	3
-10.165642	0.461608	3
-10.081833	0.269869	3
-10.081833	0.269869	3
-10.081833	0.269869	3
-10.081833	0.269869	3
-10.081833	0.052657	3
-10.081833	0.346246	3
-10.073285	0.316112	3
-10.073285	0.568275	3
-10.073285	0.844071	3
-10.073285	0.722153	3
-10.073285	0.722153	3
-10.073285	0.916309	3
-10.073285	1.044783	3
-10.088755	0.916364	3
-10.088755	0.912260	3
